LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,length_m_s,road_densi,point_coun,node_densi
E01002174,Harrow 033E,E02006882,Harrow 033,E09000015,Harrow,E12000007,London,"1582","1582","0",76.1000,"483",3.3000,7699.000000,"37155",77.000000000000000,"372"
E01002175,Harrow 033F,E02006882,Harrow 033,E09000015,Harrow,E12000007,London,"1402","1379","23",68.0000,"406",3.4000,7248.000000,"34750",142.000000000000000,"681"
E01002176,Harrow 033G,E02006882,Harrow 033,E09000015,Harrow,E12000007,London,"1746","1710","36",45.8000,"535",3.2000,10138.000000,"26177",259.000000000000000,"669"
E01002177,Harrow 033H,E02006882,Harrow 033,E09000015,Harrow,E12000007,London,"1443","1443","0",70.6000,"452",3.2000,6088.000000,"30894",92.000000000000000,"467"
E01002178,Harrow 033I,E02006882,Harrow 033,E09000015,Harrow,E12000007,London,"1679","1679","0",82.4000,"502",3.3000,6384.000000,"31002",80.000000000000000,"389"
E01002179,Harrow 013A,E02000445,Harrow 013,E09000015,Harrow,E12000007,London,"2250","2247","3",88.5000,"795",2.8000,9223.000000,"35703",491.000000000000000,"1901"
E01002180,Harrow 013B,E02000445,Harrow 013,E09000015,Harrow,E12000007,London,"2085","2085","0",53.8000,"783",2.7000,16196.000000,"42780",617.000000000000000,"1630"
E01002181,Harrow 020C,E02000452,Harrow 020,E09000015,Harrow,E12000007,London,"1884","1853","31",46.1000,"682",2.7000,8270.000000,"20459",214.000000000000000,"529"
E01002182,Harrow 020D,E02000452,Harrow 020,E09000015,Harrow,E12000007,London,"2049","2044","5",102.2000,"689",3.0000,6473.000000,"32165",195.000000000000000,"969"
E01002183,Harrow 013C,E02000445,Harrow 013,E09000015,Harrow,E12000007,London,"2106","2070","36",113.1000,"682",3.0000,6258.000000,"33759",92.000000000000000,"496"
E01002184,Harrow 013D,E02000445,Harrow 013,E09000015,Harrow,E12000007,London,"1885","1885","0",90.5000,"677",2.8000,9517.000000,"44565",172.000000000000000,"805"
E01002185,Harrow 009A,E02000441,Harrow 009,E09000015,Harrow,E12000007,London,"1543","1543","0",89.7000,"585",2.6000,6689.000000,"39022",166.000000000000000,"968"
E01002186,Harrow 009B,E02000441,Harrow 009,E09000015,Harrow,E12000007,London,"1656","1644","12",52.4000,"794",2.1000,10417.000000,"32812",320.000000000000000,"1008"
E01002187,Harrow 009C,E02000441,Harrow 009,E09000015,Harrow,E12000007,London,"1843","1821","22",38.1000,"761",2.4000,11344.000000,"23484",322.000000000000000,"667"
E01002188,Harrow 016A,E02000448,Harrow 016,E09000015,Harrow,E12000007,London,"1651","1616","35",33.8000,"638",2.5000,8600.000000,"17685",229.000000000000000,"471"
E01002189,Harrow 016B,E02000448,Harrow 016,E09000015,Harrow,E12000007,London,"1661","1661","0",37.4000,"714",2.3000,12427.000000,"27648",415.000000000000000,"923"
E01002190,Harrow 009D,E02000441,Harrow 009,E09000015,Harrow,E12000007,London,"1672","1672","0",12.3000,"625",2.7000,17631.000000,"12975",491.000000000000000,"361"
E01002191,Harrow 022A,E02000454,Harrow 022,E09000015,Harrow,E12000007,London,"1964","1964","0",40.1000,"667",2.9000,20590.000000,"42020",558.000000000000000,"1139"
E01002192,Harrow 016C,E02000448,Harrow 016,E09000015,Harrow,E12000007,London,"1532","1532","0",33.8000,"638",2.4000,10759.000000,"23747",409.000000000000000,"903"
E01002193,Harrow 016D,E02000448,Harrow 016,E09000015,Harrow,E12000007,London,"1797","1797","0",53.8000,"740",2.4000,8582.000000,"25459",252.000000000000000,"748"
E01002194,Harrow 022B,E02000454,Harrow 022,E09000015,Harrow,E12000007,London,"1724","1721","3",40.5000,"657",2.6000,10841.000000,"25418",215.000000000000000,"504"
E01002195,Harrow 022C,E02000454,Harrow 022,E09000015,Harrow,E12000007,London,"1635","1635","0",58.7000,"610",2.7000,11071.000000,"40462",300.000000000000000,"1096"
E01002196,Harrow 022D,E02000454,Harrow 022,E09000015,Harrow,E12000007,London,"1759","1759","0",47.1000,"616",2.9000,7745.000000,"20697",110.000000000000000,"294"
E01002197,Harrow 012B,E02000444,Harrow 012,E09000015,Harrow,E12000007,London,"1394","1330","64",75.3000,"420",3.2000,5901.000000,"31840",91.000000000000000,"491"
E01002198,Harrow 010C,E02000442,Harrow 010,E09000015,Harrow,E12000007,London,"1820","1820","0",104.2000,"499",3.6000,7366.000000,"42186",143.000000000000000,"819"
E01002199,Harrow 012C,E02000444,Harrow 012,E09000015,Harrow,E12000007,London,"1533","1533","0",89.8000,"467",3.3000,7898.000000,"46493",72.000000000000000,"424"
E01002200,Harrow 010D,E02000442,Harrow 010,E09000015,Harrow,E12000007,London,"1688","1688","0",48.4000,"505",3.3000,10623.000000,"30540",266.000000000000000,"765"
E01002201,Harrow 012D,E02000444,Harrow 012,E09000015,Harrow,E12000007,London,"1742","1742","0",65.6000,"508",3.4000,8056.000000,"30253",146.000000000000000,"548"
E01002202,Harrow 012E,E02000444,Harrow 012,E09000015,Harrow,E12000007,London,"2056","2039","17",108.6000,"712",2.9000,9729.000000,"49966",343.000000000000000,"1762"
E01002203,Harrow 010E,E02000442,Harrow 010,E09000015,Harrow,E12000007,London,"1751","1751","0",62.8000,"524",3.3000,9166.000000,"32973",180.000000000000000,"648"
E01002204,Harrow 032A,E02006795,Harrow 032,E09000015,Harrow,E12000007,London,"1736","1730","6",97.6000,"634",2.7000,12833.000000,"71660",211.000000000000000,"1178"
E01002206,Harrow 032B,E02006795,Harrow 032,E09000015,Harrow,E12000007,London,"1387","1387","0",79.2000,"457",3.0000,5597.000000,"31981",134.000000000000000,"766"
E01002207,Harrow 032C,E02006795,Harrow 032,E09000015,Harrow,E12000007,London,"1730","1729","1",95.3000,"524",3.3000,20119.000000,"113279",313.000000000000000,"1762"
E01002208,Harrow 025A,E02000457,Harrow 025,E09000015,Harrow,E12000007,London,"1357","1357","0",46.4000,"483",2.8000,12762.000000,"43416",185.000000000000000,"629"
E01002209,Harrow 025B,E02000457,Harrow 025,E09000015,Harrow,E12000007,London,"1643","1638","5",60.4000,"546",3.0000,16006.000000,"58557",508.000000000000000,"1858"
E01002210,Harrow 032D,E02006795,Harrow 032,E09000015,Harrow,E12000007,London,"1604","1595","9",78.2000,"504",3.2000,23297.000000,"112209",308.000000000000000,"1483"
E01002211,Harrow 028A,E02000460,Harrow 028,E09000015,Harrow,E12000007,London,"1544","1514","30",90.1000,"477",3.2000,7490.000000,"43371",200.000000000000000,"1158"
E01002212,Harrow 028B,E02000460,Harrow 028,E09000015,Harrow,E12000007,London,"1749","1749","0",63.6000,"647",2.7000,16611.000000,"60303",354.000000000000000,"1285"
E01002213,Harrow 027D,E02000459,Harrow 027,E09000015,Harrow,E12000007,London,"2912","2911","1",101.6000,"1116",2.6000,11575.000000,"40792",383.000000000000000,"1350"
E01002214,Harrow 031A,E02000463,Harrow 031,E09000015,Harrow,E12000007,London,"1863","1856","7",102.9000,"612",3.0000,11614.000000,"63903",226.000000000000000,"1244"
E01002215,Harrow 031B,E02000463,Harrow 031,E09000015,Harrow,E12000007,London,"1535","1535","0",89.4000,"595",2.6000,11051.000000,"65188",192.000000000000000,"1133"
E01002216,Harrow 028C,E02000460,Harrow 028,E09000015,Harrow,E12000007,London,"1699","1699","0",63.2000,"513",3.3000,22973.000000,"85275",378.000000000000000,"1403"
E01002217,Harrow 028D,E02000460,Harrow 028,E09000015,Harrow,E12000007,London,"1526","1526","0",101.0000,"552",2.8000,6555.000000,"43944",188.000000000000000,"1260"
E01002218,Harrow 030A,E02000462,Harrow 030,E09000015,Harrow,E12000007,London,"1647","1647","0",50.4000,"606",2.7000,8885.000000,"26976",257.000000000000000,"780"
E01002219,Harrow 030B,E02000462,Harrow 030,E09000015,Harrow,E12000007,London,"1813","1810","3",61.9000,"605",3.0000,7781.000000,"26660",256.000000000000000,"877"
E01002220,Harrow 031C,E02000463,Harrow 031,E09000015,Harrow,E12000007,London,"1628","1628","0",85.8000,"493",3.3000,6412.000000,"34067",138.000000000000000,"733"
E01002221,Harrow 030C,E02000462,Harrow 030,E09000015,Harrow,E12000007,London,"1564","1559","5",91.6000,"511",3.1000,8068.000000,"46893",187.000000000000000,"1087"
E01002222,Harrow 030D,E02000462,Harrow 030,E09000015,Harrow,E12000007,London,"1608","1608","0",76.9000,"488",3.3000,9383.000000,"44805",290.000000000000000,"1385"
E01002223,Harrow 031D,E02000463,Harrow 031,E09000015,Harrow,E12000007,London,"1873","1873","0",91.9000,"591",3.2000,5654.000000,"27860",83.000000000000000,"409"
E01002224,Harrow 031E,E02000463,Harrow 031,E09000015,Harrow,E12000007,London,"1530","1530","0",83.8000,"497",3.1000,4525.000000,"24838",113.000000000000000,"620"
E01002225,Harrow 001C,E02000433,Harrow 001,E09000015,Harrow,E12000007,London,"1575","1450","125",7.7000,"623",2.3000,32018.000000,"15678",1491.000000000000000,"730"
E01002226,Harrow 001D,E02000433,Harrow 001,E09000015,Harrow,E12000007,London,"2228","2228","0",36.5000,"1003",2.2000,18893.000000,"31184",619.000000000000000,"1022"
E01002227,Harrow 003A,E02000435,Harrow 003,E09000015,Harrow,E12000007,London,"1809","1733","76",55.3000,"611",2.8000,10279.000000,"31302",293.000000000000000,"892"
E01002228,Harrow 003B,E02000435,Harrow 003,E09000015,Harrow,E12000007,London,"2105","2103","2",50.2000,"710",3.0000,13570.000000,"32334",460.000000000000000,"1096"
E01002229,Harrow 003C,E02000435,Harrow 003,E09000015,Harrow,E12000007,London,"1717","1710","7",27.2000,"770",2.2000,13581.000000,"21463",363.000000000000000,"574"
E01002230,Harrow 003D,E02000435,Harrow 003,E09000015,Harrow,E12000007,London,"1795","1776","19",41.7000,"637",2.8000,9795.000000,"23275",156.000000000000000,"371"
E01002231,Harrow 013E,E02000445,Harrow 013,E09000015,Harrow,E12000007,London,"1924","1924","0",89.6000,"679",2.8000,6553.000000,"30620",120.000000000000000,"561"
E01002232,Harrow 011A,E02000443,Harrow 011,E09000015,Harrow,E12000007,London,"1973","1936","37",89.7000,"709",2.7000,7054.000000,"32671",134.000000000000000,"621"
E01002233,Harrow 011B,E02000443,Harrow 011,E09000015,Harrow,E12000007,London,"2031","2029","2",100.5000,"754",2.7000,6573.000000,"31964",173.000000000000000,"841"
E01002234,Harrow 011C,E02000443,Harrow 011,E09000015,Harrow,E12000007,London,"1741","1741","0",106.0000,"548",3.2000,4734.000000,"28171",100.000000000000000,"595"
E01002235,Harrow 011D,E02000443,Harrow 011,E09000015,Harrow,E12000007,London,"1922","1922","0",111.8000,"610",3.2000,4863.000000,"28263",78.000000000000000,"453"
E01002236,Harrow 011E,E02000443,Harrow 011,E09000015,Harrow,E12000007,London,"1803","1803","0",82.0000,"582",3.1000,5574.000000,"25849",226.000000000000000,"1048"
E01002237,Harrow 024A,E02000456,Harrow 024,E09000015,Harrow,E12000007,London,"1626","1626","0",113.0000,"648",2.5000,5591.000000,"38166",259.000000000000000,"1768"
E01002238,Harrow 024B,E02000456,Harrow 024,E09000015,Harrow,E12000007,London,"1804","1800","4",52.5000,"596",3.0000,7897.000000,"22948",202.000000000000000,"587"
E01002239,Harrow 025C,E02000457,Harrow 025,E09000015,Harrow,E12000007,London,"1678","1678","0",46.6000,"635",2.6000,9208.000000,"25712",187.000000000000000,"522"
E01002240,Harrow 024C,E02000456,Harrow 024,E09000015,Harrow,E12000007,London,"1739","1712","27",103.3000,"655",2.6000,7385.000000,"43447",215.000000000000000,"1265"
E01002241,Harrow 025D,E02000457,Harrow 025,E09000015,Harrow,E12000007,London,"1636","1636","0",69.5000,"536",3.1000,7149.000000,"29490",287.000000000000000,"1184"
E01002242,Harrow 024D,E02000456,Harrow 024,E09000015,Harrow,E12000007,London,"1890","1890","0",70.1000,"613",3.1000,6311.000000,"23226",72.000000000000000,"265"
E01002243,Havering 013A,E02000476,Havering 013,E09000016,Havering,E12000007,London,"1873","1852","21",79.3000,"847",2.2000,11932.000000,"50899",463.000000000000000,"1975"
E01002244,Havering 011A,E02000474,Havering 011,E09000016,Havering,E12000007,London,"1697","1697","0",50.7000,"749",2.3000,10837.000000,"32408",292.000000000000000,"873"
E01002245,Havering 011B,E02000474,Havering 011,E09000016,Havering,E12000007,London,"1592","1546","46",62.4000,"630",2.5000,7895.000000,"30670",208.000000000000000,"808"
E01002246,Havering 017A,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1700","1620","80",31.3000,"637",2.5000,8379.000000,"15358",157.000000000000000,"288"
E01002247,Havering 017B,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1800","1800","0",55.1000,"729",2.5000,11578.000000,"35320",242.000000000000000,"738"
E01002248,Havering 017C,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1397","1395","2",26.1000,"592",2.4000,17271.000000,"32440",394.000000000000000,"740"
E01002249,Havering 017D,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1905","1905","0",33.3000,"746",2.6000,27100.000000,"47285",945.000000000000000,"1649"
E01002250,Havering 017E,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1563","1563","0",14.6000,"642",2.4000,13281.000000,"12351",294.000000000000000,"273"
E01002251,Havering 017F,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1430","1393","37",43.9000,"526",2.6000,9727.000000,"29738",164.000000000000000,"501"
E01002252,Havering 018A,E02000481,Havering 018,E09000016,Havering,E12000007,London,"1511","1511","0",13.1000,"617",2.4000,27614.000000,"23826",481.000000000000000,"415"
E01002253,Havering 019A,E02000482,Havering 019,E09000016,Havering,E12000007,London,"1539","1539","0",15.0000,"615",2.5000,16642.000000,"16270",551.000000000000000,"539"
E01002254,Havering 019B,E02000482,Havering 019,E09000016,Havering,E12000007,London,"1616","1616","0",28.7000,"636",2.5000,15855.000000,"28147",260.000000000000000,"462"
E01002255,Havering 022A,E02000485,Havering 022,E09000016,Havering,E12000007,London,"1483","1483","0",25.1000,"630",2.4000,7111.000000,"11938",164.000000000000000,"275"
E01002256,Havering 018B,E02000481,Havering 018,E09000016,Havering,E12000007,London,"1498","1498","0",53.6000,"620",2.4000,7246.000000,"26000",123.000000000000000,"441"
E01002257,Havering 019C,E02000482,Havering 019,E09000016,Havering,E12000007,London,"1719","1697","22",22.7000,"651",2.6000,11512.000000,"15274",251.000000000000000,"333"
E01002258,Havering 018C,E02000481,Havering 018,E09000016,Havering,E12000007,London,"1676","1676","0",55.7000,"797",2.1000,11450.000000,"37844",161.000000000000000,"532"
E01002259,Havering 018D,E02000481,Havering 018,E09000016,Havering,E12000007,London,"1486","1486","0",7.9000,"612",2.4000,43224.000000,"22879",1126.000000000000000,"596"
E01002260,Havering 026A,E02000489,Havering 026,E09000016,Havering,E12000007,London,"1535","1535","0",13.8000,"566",2.7000,23292.000000,"20887",526.000000000000000,"472"
E01002261,Havering 026B,E02000489,Havering 026,E09000016,Havering,E12000007,London,"1649","1649","0",79.7000,"645",2.6000,10016.000000,"48228",180.000000000000000,"867"
E01002262,Havering 026C,E02000489,Havering 026,E09000016,Havering,E12000007,London,"1626","1626","0",72.8000,"625",2.6000,8373.000000,"37257",127.000000000000000,"565"
E01002263,Havering 026D,E02000489,Havering 026,E09000016,Havering,E12000007,London,"1599","1599","0",18.8000,"609",2.6000,20778.000000,"24510",747.000000000000000,"881"
E01002264,Havering 026E,E02000489,Havering 026,E09000016,Havering,E12000007,London,"1475","1475","0",72.8000,"710",2.1000,10961.000000,"53750",436.000000000000000,"2138"
E01002265,Havering 025A,E02000488,Havering 025,E09000016,Havering,E12000007,London,"1472","1472","0",28.6000,"638",2.3000,19572.000000,"38050",684.000000000000000,"1330"
E01002266,Havering 027A,E02000490,Havering 027,E09000016,Havering,E12000007,London,"1439","1439","0",41.8000,"600",2.4000,12538.000000,"36499",338.000000000000000,"984"
E01002267,Havering 027B,E02000490,Havering 027,E09000016,Havering,E12000007,London,"1671","1671","0",80.0000,"734",2.3000,12245.000000,"58313",637.000000000000000,"3034"
E01002268,Havering 010A,E02000473,Havering 010,E09000016,Havering,E12000007,London,"1350","1350","0",15.9000,"519",2.6000,21399.000000,"25373",372.000000000000000,"441"
E01002269,Havering 010B,E02000473,Havering 010,E09000016,Havering,E12000007,London,"1785","1785","0",23.2000,"678",2.6000,13568.000000,"17483",366.000000000000000,"472"
E01002270,Havering 015A,E02000478,Havering 015,E09000016,Havering,E12000007,London,"1673","1664","9",24.7000,"634",2.6000,11643.000000,"17169",231.000000000000000,"341"
E01002271,Havering 015B,E02000478,Havering 015,E09000016,Havering,E12000007,London,"1491","1479","12",27.2000,"515",2.9000,10488.000000,"19237",212.000000000000000,"389"
E01002272,Havering 014A,E02000477,Havering 014,E09000016,Havering,E12000007,London,"1319","1319","0",58.5000,"536",2.5000,7602.000000,"34032",114.000000000000000,"510"
E01002273,Havering 015C,E02000478,Havering 015,E09000016,Havering,E12000007,London,"1362","1309","53",16.3000,"490",2.7000,13789.000000,"16670",270.000000000000000,"326"
E01002274,Havering 014B,E02000477,Havering 014,E09000016,Havering,E12000007,London,"1638","1638","0",53.3000,"692",2.4000,7575.000000,"24580",136.000000000000000,"441"
E01002275,Havering 015D,E02000478,Havering 015,E09000016,Havering,E12000007,London,"1359","1359","0",31.6000,"517",2.6000,9428.000000,"21576",246.000000000000000,"563"
E01002276,Havering 001A,E02000464,Havering 001,E09000016,Havering,E12000007,London,"1926","1819","107",4.4000,"694",2.6000,36477.000000,"8331",1113.000000000000000,"254"
E01002277,Havering 002A,E02000465,Havering 002,E09000016,Havering,E12000007,London,"1494","1494","0",10.2000,"608",2.5000,24808.000000,"16864",818.000000000000000,"556"
E01002278,Havering 001B,E02000464,Havering 001,E09000016,Havering,E12000007,London,"1599","1593","6",70.3000,"631",2.5000,14243.000000,"63014",366.000000000000000,"1619"
E01002279,Havering 002B,E02000465,Havering 002,E09000016,Havering,E12000007,London,"1584","1584","0",44.1000,"634",2.5000,11337.000000,"31707",394.000000000000000,"1102"
E01002280,Havering 004A,E02000467,Havering 004,E09000016,Havering,E12000007,London,"1522","1493","29",96.8000,"621",2.4000,8539.000000,"55530",211.000000000000000,"1372"
E01002281,Havering 002C,E02000465,Havering 002,E09000016,Havering,E12000007,London,"1614","1614","0",39.6000,"756",2.1000,16544.000000,"40904",581.000000000000000,"1436"
E01002282,Havering 004B,E02000467,Havering 004,E09000016,Havering,E12000007,London,"1594","1594","0",57.5000,"668",2.4000,14388.000000,"52282",406.000000000000000,"1475"
E01002283,Havering 002D,E02000465,Havering 002,E09000016,Havering,E12000007,London,"1517","1517","0",66.9000,"594",2.6000,12510.000000,"56015",263.000000000000000,"1178"
E01002284,Havering 004C,E02000467,Havering 004,E09000016,Havering,E12000007,London,"1842","1842","0",67.4000,"765",2.4000,15319.000000,"54948",437.000000000000000,"1567"
E01002285,Havering 025B,E02000488,Havering 025,E09000016,Havering,E12000007,London,"1245","1245","0",27.2000,"520",2.4000,18878.000000,"40717",543.000000000000000,"1171"
